ID_WOHNORT_NEW,ID_PERSON_NEW,ID_PERSON,POSTLEITZAHL,GEMEINDENAME,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
17409_WOHNORT_3,17409,Albrecht_Jakob_1825_09_17,,Dielsdorf,25,6,1876,25,6,1876
17409_WOHNORT_2,17409,Albrecht_Jakob_1825_09_17,,Dielsdorf,16,6,1872,13,6,1875
17410_WOHNORT_2,17410,Brunner_Johann_Jakob_1802_01_24,,Winterthur,24,1,1802,24,1,1802
17410_WOHNORT_1,17410,Brunner_Johann_Jakob_1802_01_24,,Stein am Rhein,27,11,1878,27,11,1878
17410_WOHNORT_3,17410,Brunner_Johann_Jakob_1802_01_24,,Winterthur,20,5,1846,30,5,1854
17416_WOHNORT_3,17416,Arbenz_Conrad_1785__,,Waltalingen,14,6,1875,22,5,1887
17416_WOHNORT_2,17416,Arbenz_Conrad_1785__,,Stammheim,18,11,1867,13,6,1869
17416_WOHNORT_1,17416,Arbenz_Conrad_1785__,,Waltalingen,20,3,1838,18,6,1844
17418_WOHNORT_1,17418,Farner_Gottfried_1836_06_06,,Zürich,14,6,1869,18,8,1874
17418_WOHNORT_4,17418,Farner_Gottfried_1836_06_06,,Bern,21,1,1925,21,1,1925
17418_WOHNORT_3,17418,Farner_Gottfried_1836_06_06,,Winterthur,,,1872,18,8,1874
17418_WOHNORT_2,17418,Farner_Gottfried_1836_06_06,,Hinwil,,,1870,,,1872
17419_WOHNORT_1,17419,Fierz_Johann_Jakob_Albert_1841__,,Aussersihl,23,5,1881,22,5,1887
17420_WOHNORT_2,17420,Fritschi_Benjamin_1842_05_08,,Aussersihl,15,2,1886,3,5,1896
17420_WOHNORT_3,17420,Fritschi_Benjamin_1842_05_08,,Zürich-Wiedikon,4,5,1896,19,5,1902
17420_WOHNORT_1,17420,Fritschi_Benjamin_1842_05_08,,Embrach,19,6,1876,11,6,1878
17428_WOHNORT_2,17428,Hürlimann_Heinrich_1835_09_03,,Gibswil (Fischenthal),3,9,1835,3,9,1835
17428_WOHNORT_1,17428,Hürlimann_Heinrich_1835_09_03,,Wald (ZH),17,6,1872,24,3,1873
17429_WOHNORT_1,17429,Locher_Friedrich_1842_10_17,,Zürich,30,4,1877,11,6,1878
17433_WOHNORT_1,17433,Moser_Johannes___,,Oerlingen-Kleinandelfingen,19,9,1839,17,5,1842
17437_WOHNORT_1,17437,Rüegg_Johannes_1799_05_26,,Winterthur,24,9,1844,27,5,1866
17444_WOHNORT_1,17444,Steiner_Jakob_1828__,,Oberstrass,14,6,1869,22,5,1881
17447_WOHNORT_1,17447,Steiner_Jakob___,,Wülflingen,7,10,1851,30,5,1854
17450_WOHNORT_1,17450,Zollinger_Heinrich___,,Dübendorf,22,5,1846,9,5,1865
17451_WOHNORT_1,17451,Zollinger_Heinrich___,,Zürich,26,5,1862,13,6,1869
17456_WOHNORT_1,17456,Hotz_Heinrich_1845__,,Wetzikon,9,6,1884,28,5,1905
17458_WOHNORT_1,17458,Wulp_Heinrich_1839__,,Zell,1,6,1866,1,5,1907
17459_WOHNORT_1,17459,Schärer_Rudolf_1812_11_04,,Binzikon (Grüningen),26,5,1862,4,3,1876
17460_WOHNORT_1,17460,Dürr_Jakob_1796__,,Altstetten,15,12,1834,9,9,1839
17462_WOHNORT_1,17462,Bader_Hans_Jakob___,,Affoltern,18,5,1842,25,5,1858
17468_WOHNORT_1,17468,Pfeiffer_Kaspar_1866_01_07,,Uerikon am See,14,5,1923,2,4,1939
17469_WOHNORT_2,17469,Schindler_Dietrich_1890_12_03,,Zollikon,30,4,1928,12,5,1929
17469_WOHNORT_1,17469,Schindler_Dietrich_1890_12_03,,Zürich,3,12,1890,3,12,1890
17472_WOHNORT_1,17472,Bertschi_Heinrich_1842__,,Oerlikon,20,5,1902,24,5,1908
17473_WOHNORT_2,17473,Moser_Jakob_1844__,,Oerlingen (Kleinandelfingen),4,5,1896,8,10,1898
17473_WOHNORT_1,17473,Moser_Jakob_1844__,,Kleinandelfingen,19,8,1878,3,5,1896
17475_WOHNORT_1,17475,Schwarz_Dietrich_1913_06_02,,Zürich,8,5,1967,25,5,1975
17476_WOHNORT_1,17476,Syz-Landis_Johann_1822__,,Zürich,17,6,1872,13,6,1875
17483_WOHNORT_1,17483,Weiss_Johannes___,,Andelfingen,31,5,1858,,,
17486_WOHNORT_1,17486,Zeller_Heinrich_1775__,,Balgrist (Hirslanden),16,12,1829,29,6,1835
17488_WOHNORT_1,17488,Vaterlaus_Friedrich___,,Oberwinterthur,17,6,1872,13,6,1875
17490_WOHNORT_1,17490,Bachmann_Hans_Jacob_1757__,,Ringwil (Hinwil),23,4,1803,11,12,1815
17491_WOHNORT_1,17491,Ruch_Johann_Jakob___,,Andelfingen,20,12,1852,30,5,1858
17492_WOHNORT_1,17492,Hotz_Johannes___,,Dürnten,20,3,1838,23,5,1850
17493_WOHNORT_1,17493,Bachmann_Heinrich_1824__,,Richterswil,27,5,1890,2,11,1890
17494_WOHNORT_1,17494,Bader_Jakob_1842__,,Affoltern am Albis,27,5,1890,12,10,1909
17495_WOHNORT_1,17495,Baumann-Oetiker_Jakob_1835__,,Horgen,14,6,1869,16,6,1872
17498_WOHNORT_1,17498,Stadler_Emil_1853_04_27,,Uster,27,5,1890,3,6,1910
17499_WOHNORT_2,17499,Berchtold_Heinrich_1844_05_03,,Thalwil,23,5,1887,22,6,1907
17499_WOHNORT_1,17499,Berchtold_Heinrich_1844_05_03,,Seegräben,3,5,1844,3,5,1844
17503_WOHNORT_1,17503,Frei_Jakob___,,Rikon-Illnau,14,6,1869,16,6,1874
17504_WOHNORT_1,17504,Morf_Johann_Heinrich___,,Unterillnau (Illnau),26,6,1838,9,9,1839
17505_WOHNORT_1,17505,Morf_Johann_Jakob___,,Brütten,20,8,1883,22,5,1887
17506_WOHNORT_1,17506,Städeli_Jakob_1876__,,Brüttisellen (Wangen-Brüttisellen),19,5,1920,13,5,1923
17509_WOHNORT_1,17509,Huber_Johann_Konrad___,,Oberhausen-Stäfa,18,5,1842,5,1,1855
17511_WOHNORT_1,17511,Bosshard_Jakob___,,Wülflingen,31,5,1858,9,5,1865
17512_WOHNORT_1,17512,Bosshard_Jakob_1867__,,Winterthur-Oberwinterthur,17,5,1926,8,5,1932
17513_WOHNORT_1,17513,Leimbacher_Eduard_1880__,,Winterthur-Oberwinterthur,9,5,1932,4,5,1947
17514_WOHNORT_1,17514,Studer_Johann_1888__,,Winterthur-Oberwinterthur,17,5,1926,25,3,1933
17515_WOHNORT_1,17515,Merkli_Ernst_1884__,,Winterthur-Seen,14,5,1923,15,5,1926
17517_WOHNORT_1,17517,Akert_Konrad_1919_05_21,,Zürich,27,5,1963,7,5,1967
17518_WOHNORT_1,17518,Budliger_Hansjörg_1925_01_05,,Regensdorf,24,5,1971,25,5,1975
17520_WOHNORT_1,17520,Denzler_Oskar_1877_12_28,,Winterthur,23,2,1925,8,5,1932
17522_WOHNORT_1,17522,Haering_Barbara_1953_09_20,,Adliswil,30,4,1979,29,5,1983
17526_WOHNORT_1,17526,Hauser_Emanuel_Jakob_1816_06_06,,Aussersihl,31,5,1858,25,9,1882
17531_WOHNORT_1,17531,Bertheau_Karl_1898_07_27,,Zürich,29,4,1935,2,4,1939
17533_WOHNORT_1,17533,Bircher_Ernst_1866_09_21,,Zürich,20,5,1902,22,7,1917
17535_WOHNORT_1,17535,Bättig_Michèle_1973_06_05,8047,Zürich,,,,,,
17539_WOHNORT_1,17539,Forrer_Niklaus_1880_06_24,,Zürich,3,4,1939,13,4,1942
17540_WOHNORT_1,17540,Frei_Hansjörg_1941_04_26,8617 (Mönchaltorf) ,Mönchaltorf,30,4,1979,8,1,1990
17541_WOHNORT_2,17541,Frey_Arthur_1897_08_19,,Zollikon,22,9,1947,7,11,1955
17541_WOHNORT_1,17541,Frey_Arthur_1897_08_19,,Winterberg (Lindau),19,8,1897,19,8,1897
17543_WOHNORT_1,17543,Furter_Willy_1939_08_16,8047,Zürich,,,,,,
17545_WOHNORT_1,17545,Gaberell_Jean_1887_07_12,,Thalwil,18,10,1937,2,5,1943
17545_WOHNORT_2,17545,Gaberell_Jean_1887_07_12,,Arth,12,7,1887,12,7,1887
17546_WOHNORT_1,17546,Guhl_Albert_1881_10_02,,Zürich,17,5,1926,28,4,1935
17546_WOHNORT_2,17546,Guhl_Albert_1881_10_02,,Zürich,29,4,1935,29,4,1951
17551_WOHNORT_1,17551,Hess_Markus_1953_05_03,8820,Wädenswil,,,,,,
17552_WOHNORT_1,17552,Heusser_Hans_1884_12_04,,Zürich,3,4,1939,29,4,1951
17553_WOHNORT_1,17553,Hintermann_Andreas_1936_07_04,,Zürich,24,5,1971,4,4,1978
17554_WOHNORT_1,17554,Hirzel_Heinrich_1875_06_28,,Oerlikon,23,7,1917,28,4,1935
17555_WOHNORT_1,17555,Hirzel_Paul_1831_04_26,,Zürich,14,6,1875,27,12,1893
17559_WOHNORT_1,17559,Jositsch_Daniel_1965_03_25,8712,Stäfa,,,,,,
17561_WOHNORT_1,17561,Kennel_Schnider_Andrea_1964_03_01,8600,Dübendorf,,,,,,
17565_WOHNORT_1,17565,Käppeli_Roman_1886_02_28,,Zürich,18,5,1926,28,4,1935
17565_WOHNORT_2,17565,Käppeli_Roman_1886_02_28,,Zürich,29,4,1935,4,5,1947
17566_WOHNORT_1,17566,Fritschi_Oscar_1939_02_25,,Wetzikon,6,5,1991,24,5,1992
17568_WOHNORT_1,17568,Bürkli_Johann_Georg_Conrad_1787_06_02,,Zürich,25,6,1823,27,11,1830
17572_WOHNORT_1,17572,Leemann_Ernst_1893_02_15,,Zürich,14,9,1953,7,5,1967
17575_WOHNORT_2,17575,Ryffel_Heinrich_1804_02_12,,Medikon-Wetzikon,5,2,1845,4,9,1880
17575_WOHNORT_1,17575,Ryffel_Heinrich_1804_02_12,,Stäfa,12,2,1804,12,2,1804
17578_WOHNORT_1,17578,Sulzer-Steiner_Jakob_Heinrich_1837_03_19,,Winterthur,23,5,1881,22,5,1887
17579_WOHNORT_1,17579,Sulzer_Johann_Jakob_1773_05_09,,Winterthur,16,12,1812,11,12,1815
17581_WOHNORT_1,17581,Vögeli-Bodmer_Arnold_1826_10_26,,Zürich 1,27,5,1890,3,5,1896
17582_WOHNORT_1,17582,Ledergerber_Elmar_1944_04_04,,Zürich,30,4,1979,2,11,1987
17583_WOHNORT_1,17583,Leemann_Johann_Jakob___,,Meilen,14,6,1869,16,6,1872
17586_WOHNORT_1,17586,Meyer_Armand_1938_10_04,,Zürich,21,8,1972,11,12,1978
17587_WOHNORT_1,17587,Mosimann_Hans-Jakob_1956_04_03,,Winterthur,13,6,1994,7,5,1995
17590_WOHNORT_1,17590,Mörgeli_Christoph_1960_07_16,8712 (Stäfa) ,Stäfa,,,,,,
17591_WOHNORT_2,17591,Müller_Johann_Jakob_1847_06_28,,Hottingen,,,1875,,,1877
17591_WOHNORT_1,17591,Müller_Johann_Jakob_1847_06_28,,Wülflingen,28,6,1847,28,6,1847
17591_WOHNORT_3,17591,Müller_Johann_Jakob_1847_06_28,,Riesbach,11,6,1878,11,6,1878
17593_WOHNORT_2,17593,Pestalozzi_Hans_1902_07_23,,Zürich,3,5,1943,8,5,1955
17593_WOHNORT_1,17593,Pestalozzi_Hans_1902_07_23,8002 (Zürich) ,Zürich,7,10,1929,8,5,1932
17597_WOHNORT_1,17597,Hottiger_Gottfried_1918__,,Gossau (ZH),27,4,1900,29,4,1979
17600_WOHNORT_1,17600,Weilenmann_August_1843_01_09,,Knonau,9,1,1843,9,1,1843
17600_WOHNORT_2,17600,Weilenmann_August_1843_01_09,,Fluntern,18,8,1890,14,5,1893
17603_WOHNORT_1,17603,Rappold_Jörg_N._1935_01_21,8700 ,Küsnacht,23,1,1989,30,5,1999
17609_WOHNORT_1,17609,Talib-Benz_Ursula_1953_05_25,8330,Pfäffikon,,,,,,
17610_WOHNORT_1,17610,Toggweiler_Theo_1937_02_08,8044,Zürich,,,,,,
17611_WOHNORT_1,17611,Walti_Beat_1968_11_22,8702,Zollikon,,,,,,
17614_WOHNORT_1,17614,Zenger_Armin_W._1925_05_10,,Zürich,8,5,1967,29,4,1979
17614_WOHNORT_2,17614,Zenger_Armin_W._1925_05_10,,Zürich,10,8,1981,29,5,1983
17616_WOHNORT_1,17616,Wunderli_Albert_1855__,,Binz (Maur),23,7,1917,15,1,1930
17619_WOHNORT_1,17619,La_Roche_Beatrice_1938__,,Zürich,6,5,1991,7,5,1995
17631_WOHNORT_1,17631,Bindschedler-Pfrunder_Albert_1875_11_09,,Männedorf,19,5,1920,28,2,1935
17632_WOHNORT_3,17632,Bobst_Hermann_1886_01_31,,Birrwil,6,4,1961,6,4,1961
17632_WOHNORT_2,17632,Bobst_Hermann_1886_01_31,,Sissach,31,1,1886,31,1,1886
17632_WOHNORT_1,17632,Bobst_Hermann_1886_01_31,,Zürich,14,5,1923,8,5,1932
17639_WOHNORT_1,17639,Nägeli_Hans_Heinrich___,,Mönchaltorf,16,12,1844,21,5,1846
17643_WOHNORT_1,17643,Egg-Bosshard_Johann_1875__,,Zürich,20,5,1902,20,8,1906
17644_WOHNORT_1,17644,Würgler_Jakob_1857__,,Zürich-Aussersihl,20,5,1902,28,5,1905
17645_WOHNORT_1,17645,Leuthold_Rudolf_1854_05_04,,Maschwanden,20,5,1902,24,5,1908
17648_WOHNORT_1,17648,Boller_Hans_Jacob_1764__,,Küsnacht (ZH),23,4,1803,1,6,1815
17655_WOHNORT_1,17655,Betschart_Ueli_1950__,,Nürensdorf,8,5,1995,20,9,1997
17656_WOHNORT_1,17656,Frei_Rudolf___,,Bubikon,17,6,1872,11,6,1878
17657_WOHNORT_1,17657,Wild_Huldreich___,,Wald,22,5,1846,10,4,1849
17657_WOHNORT_2,17657,Wild_Huldreich___,,Milwaukee (USA),,,1857,,,1857
17659_WOHNORT_1,17659,Billeter_Gottfried___,,Feuerthalen,14,6,1875,11,6,1878
17660_WOHNORT_1,17660,Vögelin_Hans_Konrad_1792_03_02,,Benken (ZH),20,3,1838,9,9,1839
17661_WOHNORT_1,17661,Locher_Hans_Caspar_1754_07_03,,Zürich,21,12,1814,22,5,1819
17664_WOHNORT_1,17664,Morf_Rudolf_1839_03_23,,Riesbach,17,6,1872,13,6,1875
17666_WOHNORT_1,17666,Ehrensperger_Hans_Jakob_1753__,,Hegi,14,5,1804,27,11,1830
17668_WOHNORT_2,17668,Müller_Heinrich_1776__,,Zürich,,,1822,,,1822
17668_WOHNORT_1,17668,Müller_Heinrich_1776__,,Zürich,19,4,1822,8,3,1832
17670_WOHNORT_1,17670,Rebsamen_Johann_Jakob_1773__,,Tablat (Turbenthal),19,12,1836,15,2,1838
17672_WOHNORT_1,17672,Appenzeller_Hans_Jakob_1761__,,Höngg,23,4,1803,27,11,1830
17673_WOHNORT_1,17673,Siegfried_Salomon___,,Oberstrass,19,9,1839,17,5,1842
17675_WOHNORT_1,17675,Hegetschweiler_Johann_Jakob_1792__,,Ottenbach,18,12,1830,29,9,1832
17676_WOHNORT_1,17676,Wunderli_Hans_1842_07_03,,Enge,22,12,1873,31,12,1892
17676_WOHNORT_2,17676,Wunderli_Hans_1842_07_03,,Zürich-Enge,1,1,1893,3,5,1896
17686_WOHNORT_1,17686,Eberhard_Johannes_1752__,,Kloten,23,4,1803,16,10,1827
17688_WOHNORT_1,17688,Schmid_Rudolf_1776_04_30,,Eglisau,17,12,1819,5,8,1828
17689_WOHNORT_1,17689,Gossweiler_Jakob_1816_10_16,,Marthalen,26,5,1862,1,12,1873
17691_WOHNORT_1,17691,Hug_Kaspar_1737_10_01,,Ottenbach,23,4,1803,13,3,1811
17692_WOHNORT_1,17692,Schmid_Heinrich_1742_05_21,,Stadel,23,5,1810,8,2,1815
17693_WOHNORT_1,17693,Egli_Jakob_1786_12_12,,Wald,28,3,1837,3,7,1837
17695_WOHNORT_2,17695,Zschokke_Erwin_1855_08_03,8001 (Zürich) ,Zürich,2,6,1901,28,5,1911
17695_WOHNORT_1,17695,Zschokke_Erwin_1855_08_03,,Gontenschwil,3,8,1855,3,8,1855
17696_WOHNORT_2,17696,Wiesendanger_Ulrich_1827_09_20,,Zürich-Aussersihl,1,1,1893,7,4,1893
17696_WOHNORT_1,17696,Wiesendanger_Ulrich_1827_09_20,,Aussersihl,17,6,1872,31,12,1892
17697_WOHNORT_1,17697,Stüssi_Heinrich_1842_11_21,,Unterstrass,23,5,1887,22,8,1888
17700_WOHNORT_1,17700,Schweizer_Karl_Heinrich_1802__,,Bubikon,20,3,1838,21,5,1846
17702_WOHNORT_1,17702,Grimm_Salomon_1805__,,Kemptthal (Lindau),19,12,1836,25,4,1838
17704_WOHNORT_1,17704,Bosshard_Johann_Kaspar___,,Rüti (Fehraltorf),20,3,1838,17,5,1842
17705_WOHNORT_1,17705,Steiner_Karl_Eduard_1803_01_23,,Winterthur,,,1822,,,1869
17706_WOHNORT_1,17706,Wolf_Johannes___,,Turbenthal,20,3,1838,13,6,1869
17707_WOHNORT_1,17707,Füssli_Wilhelm_1803_07_11,,Zürich,11,7,1803,11,7,1803
17707_WOHNORT_2,17707,Füssli_Wilhelm_1803_07_11,8001 (Zürich) ,Zürich,27,6,1832,10,9,1845
17708_WOHNORT_1,17708,Bühl_Diethelm_1845_12_09,,Wiedikon,20,11,1882,31,12,1892
17708_WOHNORT_2,17708,Bühl_Diethelm_1845_12_09,,Zürich-Wiedikon,1,1,1893,22,1,1896
17709_WOHNORT_1,17709,Schnorf_Karl_1849_08_12,,Uetikon am See,4,5,1896,20,6,1899
17711_WOHNORT_1,17711,Hess_David_1770_11_29,,Zürich,23,4,1803,27,11,1830
17712_WOHNORT_1,17712,Hess_Paulus_1770_05_27,,Nürensdorf,24,3,1793,24,3,1793
17712_WOHNORT_2,17712,Hess_Paulus_1770_05_27,,Zürich,23,4,1803,23,11,1830
17712_WOHNORT_3,17712,Hess_Paulus_1770_05_27,,Zürich,,,1819,,,1830
17713_WOHNORT_1,17713,Hess_Johann_Rudolf_1773_03_22,,Regensberg,,,1819,,,1821
17713_WOHNORT_2,17713,Hess_Johann_Rudolf_1773_03_22,,Embrach,,,1829,,,1830
17714_WOHNORT_1,17714,Hess_Rudolf_1827__,,Zürich,28,5,1866,13,6,1869
17720_WOHNORT_1,17720,Oberholzer_Ferdinand_1837_05_13,,Wald (ZH),26,5,1873,22,5,1881
17723_WOHNORT_1,17723,Baumann_Heinrich___,,Hottingen,19,9,1839,30,5,1858
17724_WOHNORT_1,17724,Oberholzer_Jakob_1814_02_01,,Wald (ZH),26,5,1862,13,5,1869
17725_WOHNORT_1,17725,Oberholzer-Baumgartner_Ferdinand_1872__,,Wald (ZH),23,7,1917,23,1,1922
17730_WOHNORT_1,17730,Hess_Heinrich_1830__,,Wald (ZH),9,6,1884,22,5,1887
17731_WOHNORT_1,17731,Baumann-Baumann_Heinrich_1829_04_29,,Thalwil,15,5,1893,24,5,1914
17732_WOHNORT_1,17732,Baumann_Hans_Jakob_1746_09_11,,Langnau am Albis,19,12,1809,1,6,1815
17738_WOHNORT_1,17738,Bodmer_Hans_Rudolf___,,Ottikon (Gossau ZH),20,3,1838,23,5,1850
17739_WOHNORT_1,17739,Bürkli_Johannes_1783_11_15,,Zürich,19,2,1829,27,11,1830
17740_WOHNORT_1,17740,Bürkli_Hans_Georg_1763_08_07,,Zürich,23,4,1803,11,11,1811
17741_WOHNORT_1,17741,Cramer_Jakob_Heinrich_1798_07_25,,Zürich,,,1836,,,1836
17741_WOHNORT_2,17741,Cramer_Jakob_Heinrich_1798_07_25,,Zürich,19,9,1839,21,5,1846
17743_WOHNORT_2,17743,Ott_Hans_Conrad_1775_08_17,,Zürich,,,1834,,,1834
17743_WOHNORT_1,17743,Ott_Hans_Conrad_1775_08_17,,Zürich,15,12,1834,15,2,1838
17749_WOHNORT_1,17749,Hirzel_Heinrich_1773_12_14,,Zürich,23,4,1803,15,2,1838
17751_WOHNORT_1,17751,Ganz_Andreas_1925_08_05,8820 (Wädenswil) ,Wädenswil,26,4,1982,7,5,1995
17752_WOHNORT_1,17752,Zurfluh_Fraefel_Christina_1962__,,Wädenswil,3,9,2018,,,
17753_WOHNORT_1,17753,Leuenberger_Susanne_1963_05_16,8910,Affoltern am Albis,,,,,,
17758_WOHNORT_1,17758,Weber_Theresia_1959_09_06,8707,Uetikon am See,15,11,1999,15,10,2018
17764_WOHNORT_1,17764,Preisig_Peter_1952_09_23,,Hinwil,21,5,2007,31,12,2018
17764_WOHNORT_2,17764,Preisig_Peter_1952_09_23,8340,Hinwil,31,12,2018,31,12,2018
17768_WOHNORT_2,17768,Berger_Antoine_1953_12_01,8802,Kilchberg,21,12,2018,21,12,2018
17768_WOHNORT_1,17768,Berger_Antoine_1953_12_01,,Kilchberg (ZH),21,5,2007,21,12,2018
17780_WOHNORT_2,17780,Vaterlaus_Leonhard_1850_11_25,,Zürich 2,20,5,1902,30,5,1917
17780_WOHNORT_1,17780,Vaterlaus_Leonhard_1850_11_25,,Enge,25,11,1850,25,11,1850
17781_WOHNORT_1,17781,Bänninger_Salomon_1778__,,Bassersdorf,24,5,1811,23,5,1850
17782_WOHNORT_2,17782,Ehrensperger_Hans_Ulrich___,,Oberwinterthur,23,4,1803,,,1803
17782_WOHNORT_1,17782,Ehrensperger_Hans_Ulrich___,,Frauenfeld,12,11,1803,5,3,1805
17783_WOHNORT_2,17783,Stocker_Bernhard_1735_02_26,,Zürich,23,4,1803,9,7,1820
17783_WOHNORT_1,17783,Stocker_Bernhard_1735_02_26,,Regensberg,,,1764,,,1799
17785_WOHNORT_1,17785,Hegi_Heinrich_1745__,,Zürich,23,4,1803,23,11,1830
17786_WOHNORT_1,17786,Lüssi_Heinrich___,,Wila,23,4,1803,9,5,1809
17788_WOHNORT_2,17788,Vogel_Hans_Konrad_1750_10_11,,Zürich,13,12,1810,27,11,1830
17788_WOHNORT_1,17788,Vogel_Hans_Konrad_1750_10_11,,Knonau,11,10,1750,11,10,1750
17789_WOHNORT_1,17789,Hess_Walter_1871_09_03,,Wald (ZH),7,9,1925,28,2,1935
17792_WOHNORT_2,17792,Hirzel_Hans_Caspar_1751_09_03,,Zürich,23,4,1803,19,7,1817
17792_WOHNORT_3,17792,Hirzel_Hans_Caspar_1751_09_03,,St. Gallen,10,7,1817,10,7,1817
17792_WOHNORT_1,17792,Hirzel_Hans_Caspar_1751_09_03,,Zürich,3,9,1751,3,9,1751
17798_WOHNORT_1,17798,Amrein_Hans-Peter_1958_01_08,8127,Forch,,,,,,
17801_WOHNORT_1,17801,Schoch_Felix_1768__,,Hinterburg-Bäretswil,,,1768,,,1804
17804_WOHNORT_1,17804,Fluk_Friedrich_Salomon_1772_08_09,,Dinhard,23,4,1803,11,5,1805
17805_WOHNORT_1,17805,Krauer_Jakob___,,Binzikon-Grüningen,23,4,1803,2,5,1805
17807_WOHNORT_1,17807,Kölliker-Haltiner_Jakob_1826_12_16,,Thalwil,24,6,1861,10,2,1868
17812_WOHNORT_1,17812,Huggenberger_Johann_Jakob_1779__,,Elgg,20,3,1838,17,5,1842
17813_WOHNORT_1,17813,Weber_Monika_1943_03_18,,Zürich,7,6,1971,12,12,1983
17814_WOHNORT_1,17814,Maeder_Ernst_1909__,,Zürich,26,9,1949,20,12,1965
17814_WOHNORT_2,17814,Maeder_Ernst_1909__,,Zürich,31,8,1964,31,8,1964
17818_WOHNORT_2,17818,Bohren-Hörni_Margrit_1917_04_02,,Winterthur,2,4,1917,2,4,1917
17818_WOHNORT_1,17818,Bohren-Hörni_Margrit_1917_04_02,8044 (Zürich) ,Zürich,12,1,1976,29,5,1983
17823_WOHNORT_1,17823,Etter_Oskar_1919__,,Zürich,27,4,1959,25,5,1975
17826_WOHNORT_1,17826,Haderer_Willy_1944__,,Unterengstringen,6,5,1991,7,5,1995
17828_WOHNORT_1,17828,Dürsteler_Johannes_1814_04_03,,Wetzikon (ZH),9,3,1863,13,6,1869
17829_WOHNORT_1,17829,Hirzel_Rudolf___,,Wetzikon (ZH),31,5,1854,12,2,1868
17830_WOHNORT_1,17830,Streiff_Ullin_1931_08_01,,Wetzikon (ZH),5,6,1972,25,5,1975
17831_WOHNORT_1,17831,Gubelmann_Heinrich_1806_01_19,,Unterwetzikon (Wetzikon),14,6,1869,11,6,1878
17832_WOHNORT_1,17832,Altorfer_Edwin_1866_11_24,,Unterwetzikon (Wetzikon),9,11,1914,7,2,1915
17858_WOHNORT_2,17858,Escher_(v._Glas)_Conrad_1833_07_27,,Zürich 2,27,5,1890,28,5,1911
17858_WOHNORT_1,17858,Escher_(v._Glas)_Conrad_1833_07_27,,Enge,14,4,1868,26,5,1890
17872_WOHNORT_1,17872,Sträuli_Hans_1862_07_31,,Winterthur,31,7,1862,6,6,1938
17875_WOHNORT_1,17875,Hauser_Viktor_1867__,,Horgen,8,5,1899,18,3,1912
17894_WOHNORT_2,17894,Zangger_Hans_Rudolf_1826_11_30,,Zürich,31,5,1858,13,6,1869
17894_WOHNORT_1,17894,Zangger_Hans_Rudolf_1826_11_30,,Aussersihl,31,5,1854,30,5,1858
17897_WOHNORT_1,17897,Forrer_Johann_Ludwig_1845_02_09,,Islikon (Gachnang),9,2,1845,9,2,1845
17897_WOHNORT_4,17897,Forrer_Johann_Ludwig_1845_02_09,,Bern,28,9,1921,28,9,1921
17897_WOHNORT_3,17897,Forrer_Johann_Ludwig_1845_02_09,,Winterthur,,,1873,24,8,1900
17897_WOHNORT_2,17897,Forrer_Johann_Ludwig_1845_02_09,,Enge,17,6,1872,,,1873
17900_WOHNORT_3,17900,Römer_Melchior_1831_06_16,,Zürich,,,1882,,,1882
17900_WOHNORT_1,17900,Römer_Melchior_1831_06_16,,Zürich,26,5,1862,22,5,1887
17900_WOHNORT_2,17900,Römer_Melchior_1831_06_16,,Zürich,,,1864,,,1864
17904_WOHNORT_3,17904,Schneider_Albert_1836_12_17,,Zürich (Hottingen),27,5,1895,21,4,1904
17904_WOHNORT_2,17904,Schneider_Albert_1836_12_17,,Hottingen,27,5,1874,14,5,1893
17904_WOHNORT_1,17904,Schneider_Albert_1836_12_17,,Riesbach,17,12,1836,17,12,1874
17915_WOHNORT_2,17915,Bertschinger_Heinrich_1851_03_04,,Oberwil (Pfäffion),4,3,1851,4,3,1851
17915_WOHNORT_1,17915,Bertschinger_Heinrich_1851_03_04,,Oberwil (Pfäffikon),20,5,1902,28,5,1911
17918_WOHNORT_1,17918,Bertschinger_Hermann_1878_07_01,,Lenzburg,1,7,1878,1,7,1878
17918_WOHNORT_2,17918,Bertschinger_Hermann_1878_07_01,,Zürich,14,12,1925,23,5,1926
17919_WOHNORT_2,17919,Bertschinger-Hug_Johann_1861_01_24,,Einsiedeln,24,1,1861,24,1,1861
17919_WOHNORT_1,17919,Bertschinger-Hug_Johann_1861_01_24,,Wülflingen,27,5,1890,17,1,1898
17919_WOHNORT_3,17919,Bertschinger-Hug_Johann_1861_01_24,,Wülflingen,17,1,1898,17,1,1898
17922_WOHNORT_1,17922,Gujer_Jakob___,,Ottenhausen (Seegräben),19,9,1839,17,5,1842
17923_WOHNORT_2,17923,Landolt_Elias_1821_10_28,,Enge,,,1861,,,1879
17923_WOHNORT_1,17923,Landolt_Elias_1821_10_28,,Zürich,24,5,1850,,,1861
17923_WOHNORT_3,17923,Landolt_Elias_1821_10_28,,Fluntern,,,1880,14,5,1893
17925_WOHNORT_1,17925,Bertschinger_Heinz_1921_08_25,,Fehraltorf,18,1,1971,23,5,1971
17926_WOHNORT_1,17926,Pfister_Jakob_1831_04_20,,Rüti (ZH),31,5,1854,7,2,1880
