ID_PARTEI_NEW,ID_EINSITZ_NEW,ID_PERSON_NEW,ID_PERSON,PARTEIBEZEICHNUNG,FRAKTION,DATUM_VON_TAG,DATUM_VON_MONAT,DATUM_VON_JAHR,DATUM_BIS_TAG,DATUM_BIS_MONAT,DATUM_BIS_JAHR
18739_EINSITZ_1_PARTEI_1,18739_EINSITZ_1,18739,Schneebeli_Armin_1945_03_27,LdU,,13,11,1978,29,5,1983
18740_EINSITZ_1_PARTEI_1,18740_EINSITZ_1,18740,Karst_Gebhard_1900__,Ch,,5,5,1947,8,5,1955
18741_EINSITZ_1_PARTEI_1,18741_EINSITZ_1,18741,Rosenbusch_Ernst_1908_06_08,PdA,,5,5,1947,29,4,1951
18741_EINSITZ_2_PARTEI_1,18741_EINSITZ_2,18741,Rosenbusch_Ernst_1908_06_08,PdA,,30,4,1951,13,7,1953
18741_EINSITZ_3_PARTEI_1,18741_EINSITZ_3,18741,Rosenbusch_Ernst_1908_06_08,S,,27,5,1963,25,5,1975
18742_EINSITZ_1_PARTEI_1,18742_EINSITZ_1,18742,Dietrich_Konrad_1778__,,,,,,,,
18745_EINSITZ_1_PARTEI_1,18745_EINSITZ_1,18745,Zeller_Max_1891_01_17,U,,3,4,1939,2,5,1943
18746_EINSITZ_1_PARTEI_1,18746_EINSITZ_1,18746,Lincke_Max_1846_02_16,,,,,,,,
18746_EINSITZ_2_PARTEI_1,18746_EINSITZ_2,18746,Lincke_Max_1846_02_16,Demokratische Liste,Demokratische Fraktion,23,7,1917,14,5,1918
18748_EINSITZ_1_PARTEI_1,18748_EINSITZ_1,18748,Zuppinger_Eugen_1839_10_18,,,,,,,,
18748_EINSITZ_2_PARTEI_1,18748_EINSITZ_2,18748,Zuppinger_Eugen_1839_10_18,,,,,,,,
18750_EINSITZ_1_PARTEI_1,18750_EINSITZ_1,18750,Wirz-Nägeli_Jakob_1845_03_12,,,,,,,,
18750_EINSITZ_2_PARTEI_1,18750_EINSITZ_2,18750,Wirz-Nägeli_Jakob_1845_03_12,,,,,,,,
18752_EINSITZ_1_PARTEI_1,18752_EINSITZ_1,18752,Billeter_Johann_Friedrich_1810__,,,,,,,,
18754_EINSITZ_1_PARTEI_1,18754_EINSITZ_1,18754,Cramer-Frey_Konrad_1834_05_11,,,,,,,,
18758_EINSITZ_1_PARTEI_1,18758_EINSITZ_1,18758,Baumeister_Paul_1886__,Sozialdemokratische Liste,,8,11,1920,13,5,1923
18758_EINSITZ_2_PARTEI_1,18758_EINSITZ_2,18758,Baumeister_Paul_1886__,Kommunistische Liste,,14,5,1923,24,2,1925
18759_EINSITZ_1_PARTEI_1,18759_EINSITZ_1,18759,Oldani_Hermann_1891_07_08,S,,29,4,1935,2,5,1943
18759_EINSITZ_2_PARTEI_1,18759_EINSITZ_2,18759,Oldani_Hermann_1891_07_08,S,,3,5,1943,31,10,1946
18760_EINSITZ_1_PARTEI_1,18760_EINSITZ_1,18760,Nägeli_Hans_1895__,S,,23,3,1936,11,2,1952
18760_EINSITZ_2_PARTEI_1,18760_EINSITZ_2,18760,Nägeli_Hans_1895__,S,,13,6,1960,26,5,1963
18765_EINSITZ_1_PARTEI_1,18765_EINSITZ_1,18765,Hauser_Walter_1906__,S,,9,5,1955,25,5,1975
18766_EINSITZ_1_PARTEI_1,18766_EINSITZ_1,18766,Schwarzenbach_Hans_1907__,S,,16,6,1952,14,4,1958
18768_EINSITZ_1_PARTEI_1,18768_EINSITZ_1,18768,Hickel_Heinrich_1904__,F,,1,4,1957,26,4,1959
18769_EINSITZ_1_PARTEI_1,18769_EINSITZ_1,18769,Bachofner_Ernst_1908_03_03,F,,9,5,1955,11,3,1957
18771_EINSITZ_1_PARTEI_1,18771_EINSITZ_1,18771,Weidmann_Willy_1909__,F,,8,5,1967,23,5,1971
18774_EINSITZ_1_PARTEI_1,18774_EINSITZ_1,18774,Walder_Heinrich_1892_07_08,U,,3,4,1939,13,11,1947
18775_EINSITZ_1_PARTEI_1,18775_EINSITZ_1,18775,Rissle_Walter_1905__,U,,3,4,1939,2,5,1943
18776_EINSITZ_1_PARTEI_1,18776_EINSITZ_1,18776,Glutz_Armin_1891__,U,,3,4,1939,2,5,1943
18777_EINSITZ_1_PARTEI_1,18777_EINSITZ_1,18777,Hug_Oskar_1886_05_13,U,,3,4,1939,2,5,1943
18781_EINSITZ_1_PARTEI_1,18781_EINSITZ_1,18781,Dürr_Lucius_1952__,CVP,,31,8,1992,31,8,2008
18785_EINSITZ_1_PARTEI_1,18785_EINSITZ_1,18785,Günthardt_Kaspar_1946_01_28,GP,,4,5,1987,13,1,1997
18786_EINSITZ_1_PARTEI_1,18786_EINSITZ_1,18786,Isler_Ulrich_1941_03_03,FDP,,2,5,1994,18,5,2003
18787_EINSITZ_1_PARTEI_1,18787_EINSITZ_1,18787,Jucker-Inhelder_Johann_1940_05_02,SVP,,6,5,1991,20,5,2007
18788_EINSITZ_1_PARTEI_1,18788_EINSITZ_1,18788,Keller_Ruedi_1943__,SP,,21,8,1989,,,
18789_EINSITZ_1_PARTEI_1,18789_EINSITZ_1,18789,Kohler_Trudi_1941_08_03,SP,,27,9,1993,30,5,1999
18790_EINSITZ_1_PARTEI_1,18790_EINSITZ_1,18790,Kugler-Biedermann_Astrid_1956_11_05,LdU,,1,1,1993,,,
18792_EINSITZ_1_PARTEI_1,18792_EINSITZ_1,18792,Mossdorf_Martin_1947__,FDP,,6,5,1991,,,
18795_EINSITZ_1_PARTEI_1,18795_EINSITZ_1,18795,Püntener-Bugmann_Vreni_1962__,GP,,4,5,1987,,,
18797_EINSITZ_1_PARTEI_1,18797_EINSITZ_1,18797,Scherrer_Werner_1947_09_04,EVP,,9,1,1995,25,3,2002
18800_EINSITZ_1_PARTEI_1,18800_EINSITZ_1,18800,Weil-Goldstein_Anjuska_1946_08_21,FraP,,6,5,1991,3,5,1999
18802_EINSITZ_1_PARTEI_1,18802_EINSITZ_1,18802,Ziegler-Leuzinger_Regula_1944_08_13,SP,,22,8,1994,,,
18805_EINSITZ_1_PARTEI_1,18805_EINSITZ_1,18805,Balocco_Claudia_1966_02_04,SP,,8,6,1998,,,
18811_EINSITZ_1_PARTEI_1,18811_EINSITZ_1,18811,Wirz_Robert_1871_02_28,,,,,,,,
18811_EINSITZ_2_PARTEI_1,18811_EINSITZ_2,18811,Wirz_Robert_1871_02_28,Sozialdemokratische Liste,,23,7,1917,13,5,1923
18813_EINSITZ_2_PARTEI_1,18813_EINSITZ_2,18813,Weber_Robert_1886_01_04,Sozialdemokratische Liste,,23,7,1917,13,5,1923
18813_EINSITZ_1_PARTEI_1,18813_EINSITZ_1,18813,Weber_Robert_1886_01_04,,,,,,,,
18817_EINSITZ_1_PARTEI_1,18817_EINSITZ_1,18817,Baumgartner_Alwin_1871__,Bauernliste,,17,5,1926,12,5,1929
18817_EINSITZ_1_PARTEI_2,18817_EINSITZ_1,18817,Baumgartner_Alwin_1871__,B,,13,5,1929,8,5,1932
18819_EINSITZ_3_PARTEI_1,18819_EINSITZ_3,18819,Baur_Johannes_1831__,,,,,,,,
18819_EINSITZ_1_PARTEI_1,18819_EINSITZ_1,18819,Baur_Johannes_1831__,,,,,,,,
18819_EINSITZ_2_PARTEI_1,18819_EINSITZ_2,18819,Baur_Johannes_1831__,,,,,,,,
18823_EINSITZ_1_PARTEI_1,18823_EINSITZ_1,18823,Rissi_Alfred_1941_09_15,FDP,,30,5,1983,30,5,1999
18824_EINSITZ_1_PARTEI_1,18824_EINSITZ_1,18824,Benz_Peter_1929_07_04,FDP,,8,5,1967,3,5,1987
18826_EINSITZ_3_PARTEI_1,18826_EINSITZ_3,18826,Günthard_Hans_Heinrich_1846_07_13,,,,,,,,
18826_EINSITZ_2_PARTEI_1,18826_EINSITZ_2,18826,Günthard_Hans_Heinrich_1846_07_13,,,,,,,,
18826_EINSITZ_1_PARTEI_1,18826_EINSITZ_1,18826,Günthard_Hans_Heinrich_1846_07_13,,,,,,,,
18826_EINSITZ_4_PARTEI_1,18826_EINSITZ_4,18826,Günthard_Hans_Heinrich_1846_07_13,,,,,,,,
18828_EINSITZ_1_PARTEI_1,18828_EINSITZ_1,18828,Bader_Johann_Friedrich_1827__,,,,,,,,
18828_EINSITZ_2_PARTEI_1,18828_EINSITZ_2,18828,Bader_Johann_Friedrich_1827__,,,,,,,,
18828_EINSITZ_3_PARTEI_1,18828_EINSITZ_3,18828,Bader_Johann_Friedrich_1827__,,,,,,,,
18828_EINSITZ_4_PARTEI_1,18828_EINSITZ_4,18828,Bader_Johann_Friedrich_1827__,,,,,,,,
18830_EINSITZ_1_PARTEI_1,18830_EINSITZ_1,18830,Bissegger_Johann_Walter_1853_10_05,,,,,,,,
18830_EINSITZ_2_PARTEI_1,18830_EINSITZ_2,18830,Bissegger_Johann_Walter_1853_10_05,,,,,,,,
18835_EINSITZ_1_PARTEI_1,18835_EINSITZ_1,18835,Rüegg_Fritz_1893__,S,,25,1,1932,8,5,1932
18835_EINSITZ_2_PARTEI_1,18835_EINSITZ_2,18835,Rüegg_Fritz_1893__,S,,9,5,1932,28,4,1935
18836_EINSITZ_1_PARTEI_1,18836_EINSITZ_1,18836,Jucker_Rudolf_1859__,,,,,,,,
18837_EINSITZ_1_PARTEI_1,18837_EINSITZ_1,18837,Jucker_Rudolf_1859__,,,,,,,,
18839_EINSITZ_4_PARTEI_1,18839_EINSITZ_4,18839,Hirzel_Johann_Kaspar_1772__,,,,,,,,
18839_EINSITZ_3_PARTEI_1,18839_EINSITZ_3,18839,Hirzel_Johann_Kaspar_1772__,,,,,,,,
18839_EINSITZ_2_PARTEI_1,18839_EINSITZ_2,18839,Hirzel_Johann_Kaspar_1772__,,,,,,,,
18839_EINSITZ_1_PARTEI_1,18839_EINSITZ_1,18839,Hirzel_Johann_Kaspar_1772__,,,,,,,,
18840_EINSITZ_1_PARTEI_1,18840_EINSITZ_1,18840,Conzett_Konrad_1848_10_20,,,,,,,,
18842_EINSITZ_1_PARTEI_1,18842_EINSITZ_1,18842,Marty_Fässler_Carmen_1980__,SP,SP,21,8,2017,,,
18844_EINSITZ_1_PARTEI_1,18844_EINSITZ_1,18844,Itschner_Johannes___,,,,,,,,
18845_EINSITZ_1_PARTEI_1,18845_EINSITZ_1,18845,Metzger_Gottlieb_1882__,Sozialdemokratische Liste,,9,1,1922,12,5,1929
18845_EINSITZ_1_PARTEI_2,18845_EINSITZ_1,18845,Metzger_Gottlieb_1882__,S,,13,5,1929,28,4,1935
18845_EINSITZ_2_PARTEI_1,18845_EINSITZ_2,18845,Metzger_Gottlieb_1882__,S,,29,4,1935,2,5,1943
18846_EINSITZ_1_PARTEI_1,18846_EINSITZ_1,18846,Stüssi_Beatrix_1960__,SP,,10,12,2018,,,
18847_EINSITZ_1_PARTEI_1,18847_EINSITZ_1,18847,Badertscher_Hans_1945_07_09,SVP,,8,5,1995,,,
18848_EINSITZ_1_PARTEI_1,18848_EINSITZ_1,18848,Flachsmann_Friedrich_1865__,,,,,,,,
18848_EINSITZ_2_PARTEI_1,18848_EINSITZ_2,18848,Flachsmann_Friedrich_1865__,,,,,,,,
18848_EINSITZ_3_PARTEI_1,18848_EINSITZ_3,18848,Flachsmann_Friedrich_1865__,Demokratische Liste,,23,7,1917,29,9,1919
18851_EINSITZ_1_PARTEI_1,18851_EINSITZ_1,18851,Keller-Bürli_Albert_1891__,Ch,,3,4,1939,4,5,1947
18851_EINSITZ_2_PARTEI_1,18851_EINSITZ_2,18851,Keller-Bürli_Albert_1891__,Ch,,5,5,1947,8,5,1955
18853_EINSITZ_1_PARTEI_1,18853_EINSITZ_1,18853,Baltensberger_Heinrich_1875__,Bauernliste,,17,5,1926,12,5,1929
18853_EINSITZ_1_PARTEI_2,18853_EINSITZ_1,18853,Baltensberger_Heinrich_1875__,B,,13,5,1929,28,4,1935
18853_EINSITZ_2_PARTEI_1,18853_EINSITZ_2,18853,Baltensberger_Heinrich_1875__,B,,29,4,1935,2,4,1939
18854_EINSITZ_1_PARTEI_1,18854_EINSITZ_1,18854,Bänteli_Heinrich_1875__,B,,9,5,1932,28,4,1935
18854_EINSITZ_2_PARTEI_1,18854_EINSITZ_2,18854,Bänteli_Heinrich_1875__,B,,29,4,1935,2,5,1943
18856_EINSITZ_1_PARTEI_1,18856_EINSITZ_1,18856,Wyss_Johann_1886__,S,,29,4,1935,8,5,1955
18857_EINSITZ_1_PARTEI_2,18857_EINSITZ_1,18857,Wuhrmann_Albert_1870__,B,,13,5,1929,28,4,1935
18857_EINSITZ_1_PARTEI_1,18857_EINSITZ_1,18857,Wuhrmann_Albert_1870__,Bauernliste,,14,5,1923,12,5,1929
18859_EINSITZ_1_PARTEI_1,18859_EINSITZ_1,18859,Schmid_Albert_1882__,B,,13,5,1929,28,4,1935
18859_EINSITZ_2_PARTEI_1,18859_EINSITZ_2,18859,Schmid_Albert_1882__,B,,29,4,1935,2,4,1939
18860_EINSITZ_1_PARTEI_1,18860_EINSITZ_1,18860,Benz_Heinrich_1904__,BGB,,27,4,1959,26,5,1963
18861_EINSITZ_2_PARTEI_1,18861_EINSITZ_2,18861,Frei_Hans_1900_01_19,L,,24,10,1955,26,5,1963
18861_EINSITZ_1_PARTEI_1,18861_EINSITZ_1,18861,Frei_Hans_1900_01_19,L,,3,5,1943,8,5,1955
18863_EINSITZ_1_PARTEI_1,18863_EINSITZ_1,18863,Hasler_Emil_1851_05_13,,,,,,,,
18863_EINSITZ_2_PARTEI_1,18863_EINSITZ_2,18863,Hasler_Emil_1851_05_13,,,,,,,,
18864_EINSITZ_1_PARTEI_1,18864_EINSITZ_1,18864,Rämann_Jakob_1845__,,,,,,,,
18866_EINSITZ_1_PARTEI_1,18866_EINSITZ_1,18866,Güller_Albert_1848__,,,,,,,,
18867_EINSITZ_1_PARTEI_1,18867_EINSITZ_1,18867,Steiner_Johann_Ulrich_1842__,,,,,,,,
18867_EINSITZ_2_PARTEI_1,18867_EINSITZ_2,18867,Steiner_Johann_Ulrich_1842__,,,,,,,,
18868_EINSITZ_2_PARTEI_1,18868_EINSITZ_2,18868,Zangger_Johann_Jakob_1839__,,,,,,,,
18868_EINSITZ_1_PARTEI_1,18868_EINSITZ_1,18868,Zangger_Johann_Jakob_1839__,,,,,,,,
18869_EINSITZ_1_PARTEI_1,18869_EINSITZ_1,18869,Eichmann_Eugen_1898__,L,,3,5,1943,4,5,1947
18871_EINSITZ_1_PARTEI_1,18871_EINSITZ_1,18871,Schmid_Rudolf_1888_03_05,L,,3,5,1943,29,4,1951
18872_EINSITZ_1_PARTEI_1,18872_EINSITZ_1,18872,Guyer-Berchtold_Julius_1855_01_19,,,,,,,,
18873_EINSITZ_1_PARTEI_1,18873_EINSITZ_1,18873,Ammann_Hans_Jakob_1782__,,,,,,,,
18874_EINSITZ_1_PARTEI_1,18874_EINSITZ_1,18874,Frei_Johann_Heinrich_1825__,,,,,,,,
18874_EINSITZ_3_PARTEI_1,18874_EINSITZ_3,18874,Frei_Johann_Heinrich_1825__,,,,,,,,
18874_EINSITZ_2_PARTEI_1,18874_EINSITZ_2,18874,Frei_Johann_Heinrich_1825__,,,,,,,,
18875_EINSITZ_4_PARTEI_1,18875_EINSITZ_4,18875,Bickel_Heinrich_1779__,,,,,,,,
18875_EINSITZ_3_PARTEI_1,18875_EINSITZ_3,18875,Bickel_Heinrich_1779__,,,,,,,,
18875_EINSITZ_2_PARTEI_1,18875_EINSITZ_2,18875,Bickel_Heinrich_1779__,,,,,,,,
18875_EINSITZ_1_PARTEI_1,18875_EINSITZ_1,18875,Bickel_Heinrich_1779__,,,,,,,,
18876_EINSITZ_1_PARTEI_2,18876_EINSITZ_1,18876,Haas_Martin_1935_05_18,FDP,,26,5,1975,18,12,1989
18876_EINSITZ_1_PARTEI_1,18876_EINSITZ_1,18876,Haas_Martin_1935_05_18,F+D,,24,5,1971,25,5,1975
18877_EINSITZ_1_PARTEI_1,18877_EINSITZ_1,18877,Marty_Maria_Rita_1962__,EDU,,8,5,2017,10,5,2019
18877_EINSITZ_1_PARTEI_2,18877_EINSITZ_1,18877,Marty_Maria_Rita_1962__,SVP,SVP,11,5,2019,,,
18878_EINSITZ_1_PARTEI_1,18878_EINSITZ_1,18878,Schellenbaum_Konrad_1869__,Sozialdemokratische Liste,,23,7,1917,13,5,1923
18880_EINSITZ_1_PARTEI_1,18880_EINSITZ_1,18880,Haab_Martin_1962_05_03,SVP,,9,5,2011,8,7,2019
18881_EINSITZ_1_PARTEI_1,18881_EINSITZ_1,18881,Pfändler_Stefanie_1985__,Grüne,,6,5,2019,8,7,2019
18886_EINSITZ_1_PARTEI_1,18886_EINSITZ_1,18886,L'Orange_Seigo_Selma_1980__,Grüne,Grüne,19,8,2019,,,
18887_EINSITZ_1_PARTEI_1,18887_EINSITZ_1,18887,Fischer_Hans_Jörg_1948_01_16,SD,,31,5,1999,20,5,2007
18890_EINSITZ_1_PARTEI_1,18890_EINSITZ_1,18890,Bütler_Vinzenz_1947_02_17,CVP,,31,5,1999,20,5,2007
18891_EINSITZ_1_PARTEI_1,18891_EINSITZ_1,18891,Walther_Rolf_1951_02_13,FDP,,17,11,2003,,,
18892_EINSITZ_1_PARTEI_1,18892_EINSITZ_1,18892,Tschudi_Rudolf_1923__,L,,30,4,1951,20,12,1965
18894_EINSITZ_1_PARTEI_1,18894_EINSITZ_1,18894,Spillmann_Moritz_1979_05_07,SP,,9,5,2011,,,
18895_EINSITZ_1_PARTEI_1,18895_EINSITZ_1,18895,Spillmann_Charles_1945_05_25,SP,,28,3,1994,18,5,2003
18904_EINSITZ_3_PARTEI_1,18904_EINSITZ_3,18904,Ulrich_Johann_Kaspar_1796_09_06,,,,,,,,
18904_EINSITZ_1_PARTEI_1,18904_EINSITZ_1,18904,Ulrich_Johann_Kaspar_1796_09_06,,,,,,,,
18904_EINSITZ_2_PARTEI_1,18904_EINSITZ_2,18904,Ulrich_Johann_Kaspar_1796_09_06,,,,,,,,
18926_EINSITZ_1_PARTEI_1,18926_EINSITZ_1,18926,Müller_Kurt_1927_10_08,CVP,,30,5,1983,3,5,1987
18927_EINSITZ_1_PARTEI_1,18927_EINSITZ_1,18927,Thomann_Hans_1916__,SVP,,25,11,1974,25,5,1975
18928_EINSITZ_1_PARTEI_1,18928_EINSITZ_1,18928,Zeisberg_Julius_1856__,Sozialdemokratische Liste,,17,11,1919,18,5,1920
18931_EINSITZ_1_PARTEI_1,18931_EINSITZ_1,18931,Bretscher_Ulrich_1858_02_28,,,,,,,,
18931_EINSITZ_2_PARTEI_1,18931_EINSITZ_2,18931,Bretscher_Ulrich_1858_02_28,,,,,,,,
18932_EINSITZ_1_PARTEI_1,18932_EINSITZ_1,18932,Zürrer-Syfrig_Theophil_1866_08_08,,,,,,,,
18933_EINSITZ_1_PARTEI_1,18933_EINSITZ_1,18933,Senn_Albert_1876_04_01,Sozialdemokratische Liste,,23,7,1917,1,7,1918
18934_EINSITZ_1_PARTEI_1,18934_EINSITZ_1,18934,Böhny_Ferdinand_1868__,,,,,,,,
18935_EINSITZ_1_PARTEI_1,18935_EINSITZ_1,18935,Benninger_Jakob_1847_04_15,,,,,,,,
18935_EINSITZ_2_PARTEI_1,18935_EINSITZ_2,18935,Benninger_Jakob_1847_04_15,,,,,,,,
18937_EINSITZ_1_PARTEI_1,18937_EINSITZ_1,18937,Hiestand_Heinrich_Albert_1857_10_10,,,,,,,,
18937_EINSITZ_2_PARTEI_1,18937_EINSITZ_2,18937,Hiestand_Heinrich_Albert_1857_10_10,,,,,,,,
18939_EINSITZ_1_PARTEI_1,18939_EINSITZ_1,18939,Hafner_Johann_Jakob_1853_03_15,,,,,,,,
18940_EINSITZ_1_PARTEI_1,18940_EINSITZ_1,18940,Schenk_Konrad_1855__,,,,,,,,
18940_EINSITZ_2_PARTEI_1,18940_EINSITZ_2,18940,Schenk_Konrad_1855__,,,,,,,,
18941_EINSITZ_1_PARTEI_1,18941_EINSITZ_1,18941,Schenk_Konrad_1855__,,,,,,,,
18941_EINSITZ_2_PARTEI_1,18941_EINSITZ_2,18941,Schenk_Konrad_1855__,,,,,,,,
18942_EINSITZ_1_PARTEI_1,18942_EINSITZ_1,18942,Schmid_Wilhelm_1841__,,,,,,,,
18944_EINSITZ_1_PARTEI_1,18944_EINSITZ_1,18944,Bodmer_Ernst_1897_01_31,F,,13,5,1929,28,4,1935
18944_EINSITZ_2_PARTEI_1,18944_EINSITZ_2,18944,Bodmer_Ernst_1897_01_31,F,,29,4,1935,4,5,1947
18945_EINSITZ_1_PARTEI_1,18945_EINSITZ_1,18945,Hüni_Hans_Konrad_1782_08_29,,,,,,,,
18946_EINSITZ_1_PARTEI_1,18946_EINSITZ_1,18946,Hüni_Johann_Jakob_1781_03_04,,,,,,,,
18946_EINSITZ_2_PARTEI_1,18946_EINSITZ_2,18946,Hüni_Johann_Jakob_1781_03_04,,,,,,,,
18946_EINSITZ_3_PARTEI_1,18946_EINSITZ_3,18946,Hüni_Johann_Jakob_1781_03_04,,,,,,,,
18948_EINSITZ_1_PARTEI_1,18948_EINSITZ_1,18948,Hüni_Emanuel_1894_02_16,FW,,3,5,1943,4,5,1947
18949_EINSITZ_1_PARTEI_1,18949_EINSITZ_1,18949,Bäuerlein_Gustav_1844_01_12,,,,,,,,
18950_EINSITZ_1_PARTEI_1,18950_EINSITZ_1,18950,Enderli_Johann_Emil_1849__,,,,,,,,
18950_EINSITZ_2_PARTEI_1,18950_EINSITZ_2,18950,Enderli_Johann_Emil_1849__,,,,,,,,
18951_EINSITZ_1_PARTEI_1,18951_EINSITZ_1,18951,Faas_August_Philipp_1875_10_13,Sozialdemokratische Liste,,17,5,1926,12,5,1929
18951_EINSITZ_2_PARTEI_1,18951_EINSITZ_2,18951,Faas_August_Philipp_1875_10_13,S,,29,4,1935,28,9,1936
18951_EINSITZ_1_PARTEI_2,18951_EINSITZ_1,18951,Faas_August_Philipp_1875_10_13,S,,13,5,1929,28,4,1935
18953_EINSITZ_1_PARTEI_1,18953_EINSITZ_1,18953,Studer_Friedrich_1873_06_26,,,,,,,,
18953_EINSITZ_2_PARTEI_1,18953_EINSITZ_2,18953,Studer_Friedrich_1873_06_26,,,,,,,,
18955_EINSITZ_1_PARTEI_1,18955_EINSITZ_1,18955,Bollier_Ernst_1892_09_29,Kommunistische Liste,,2,11,1925,16,5,1926
18956_EINSITZ_1_PARTEI_1,18956_EINSITZ_1,18956,Morof_Paul___,S,,30,4,1934,28,4,1935
18957_EINSITZ_1_PARTEI_1,18957_EINSITZ_1,18957,Stolba_Robert_1912__,D,,21,11,1955,26,4,1959
18959_EINSITZ_1_PARTEI_1,18959_EINSITZ_1,18959,Brunner_William_1905_02_14,L,,27,5,1963,23,5,1971
18961_EINSITZ_1_PARTEI_1,18961_EINSITZ_1,18961,Brunner_Christoph_Zacharias_Wilhelm_1805__,,,,,,,,
18962_EINSITZ_1_PARTEI_1,18962_EINSITZ_1,18962,Schneller_Eduard_1831_01_05,,,,,,,,
18963_EINSITZ_1_PARTEI_1,18963_EINSITZ_1,18963,Rohrer_Friedrich_1848_04_30,,,,,,,,
18965_EINSITZ_1_PARTEI_1,18965_EINSITZ_1,18965,Huguenin_Gustav_1840_07_21,,,,,,,,
18968_EINSITZ_1_PARTEI_1,18968_EINSITZ_1,18968,Hürlimann-Hohl_Heinrich_1837_07_02,,,,,,,,
18968_EINSITZ_2_PARTEI_1,18968_EINSITZ_2,18968,Hürlimann-Hohl_Heinrich_1837_07_02,,,,,,,,
18969_EINSITZ_1_PARTEI_1,18969_EINSITZ_1,18969,Hürlimann_Heinrich_1820_05_31,,,,,,,,
18971_EINSITZ_1_PARTEI_1,18971_EINSITZ_1,18971,Egg_Fritz_1906__,S,,9,6,1941,2,5,1943
18973_EINSITZ_1_PARTEI_1,18973_EINSITZ_1,18973,Schiesser_Heinrich_1917__,L,,20,1,1958,26,4,1959
18974_EINSITZ_1_PARTEI_1,18974_EINSITZ_1,18974,Wehrlin_Kurt_1878_10_18,,,,,,,,
18976_EINSITZ_1_PARTEI_1,18976_EINSITZ_1,18976,Bühler_Johannes___,,,,,,,,
18978_EINSITZ_1_PARTEI_1,18978_EINSITZ_1,18978,Bertschinger_Carl_1927_11_28,SVP/BGB,,24,5,1971,25,5,1975
18978_EINSITZ_1_PARTEI_2,18978_EINSITZ_1,18978,Bertschinger_Carl_1927_11_28,SVP/BGB,,26,5,1975,29,4,1979
18978_EINSITZ_1_PARTEI_3,18978_EINSITZ_1,18978,Bertschinger_Carl_1927_11_28,SVP,,30,4,1979,5,5,1991
18979_EINSITZ_1_PARTEI_1,18979_EINSITZ_1,18979,Schürch_Bruno_1923_12_07,F+D,,24,5,1971,25,5,1975
18979_EINSITZ_1_PARTEI_2,18979_EINSITZ_1,18979,Schürch_Bruno_1923_12_07,FDP,,26,5,1975,29,5,1983
18980_EINSITZ_1_PARTEI_1,18980_EINSITZ_1,18980,Heberlein_Trix_1942_07_17,FDP,,30,4,1979,8,7,1991
18982_EINSITZ_1_PARTEI_1,18982_EINSITZ_1,18982,Schibli_François_1934_08_28,FDP,,30,5,1983,5,5,1991
18983_EINSITZ_1_PARTEI_1,18983_EINSITZ_1,18983,Wagner-Herzog_Eva_1943_04_24,FDP,,30,4,1979,3,5,1987
18983_EINSITZ_2_PARTEI_1,18983_EINSITZ_2,18983,Wagner-Herzog_Eva_1943_04_24,FDP,,4,5,1987,5,5,1991
18985_EINSITZ_1_PARTEI_1,18985_EINSITZ_1,18985,Unholz_David_1801__,,,,,,,,
18985_EINSITZ_2_PARTEI_1,18985_EINSITZ_2,18985,Unholz_David_1801__,,,,,,,,
18985_EINSITZ_3_PARTEI_1,18985_EINSITZ_3,18985,Unholz_David_1801__,,,,,,,,
18986_EINSITZ_1_PARTEI_1,18986_EINSITZ_1,18986,Unholz_Karl_August_1823__,,,,,,,,
18987_EINSITZ_1_PARTEI_1,18987_EINSITZ_1,18987,Allemann_Richard_1893_04_04,B,,29,4,1935,2,4,1939
18987_EINSITZ_2_PARTEI_1,18987_EINSITZ_2,18987,Allemann_Richard_1893_04_04,B,,3,5,1943,4,3,1946
18988_EINSITZ_1_PARTEI_1,18988_EINSITZ_1,18988,Wiederkehr_Josef_1970_07_04,CVP,,17,1,2005,10,12,2019
18991_EINSITZ_1_PARTEI_1,18991_EINSITZ_1,18991,Krafft_Erich_1912__,Ch,,27,4,1953,26,5,1963
18998_EINSITZ_1_PARTEI_1,18998_EINSITZ_1,18998,Riedweg_Dominik_1840__,,,,,,,,
18999_EINSITZ_1_PARTEI_1,18999_EINSITZ_1,18999,Mäder_Jörg_1975_07_02,GLP,,21,9,2009,18,11,2019
19001_EINSITZ_1_PARTEI_1,19001_EINSITZ_1,19001,Bellaïche_Judith_1971_02_02,GLP,,9,5,2011,,,
19002_EINSITZ_1_PARTEI_1,19002_EINSITZ_1,19002,Schaffner_Barbara_1968_07_28,GLP,,9,5,2011,18,11,2019
19003_EINSITZ_1_PARTEI_1,19003_EINSITZ_1,19003,Gredig_Corina_1987_09_08,GLP,GLP,6,5,2019,18,9,2019
19004_EINSITZ_1_PARTEI_1,19004_EINSITZ_1,19004,Schneider_Meret_1992_08_22,Grüne,Grüne,6,5,2019,18,11,2019
19007_EINSITZ_2_PARTEI_1,19007_EINSITZ_2,19007,Geilinger_Johannes_1817__,,,,,,,,
19007_EINSITZ_1_PARTEI_1,19007_EINSITZ_1,19007,Geilinger_Johannes_1817__,,,,,,,,
19008_EINSITZ_1_PARTEI_1,19008_EINSITZ_1,19008,Hasler_Jakob_Eduard_1849_09_06,,,,,,,,
19009_EINSITZ_1_PARTEI_1,19009_EINSITZ_1,19009,Knüsli_Johannes_1815__,,,,,,,,
